"id";"Liga";"Data";"Home";"Away";"golHome";"golAway";"totalGols";"resultado";"golHomeHT";"golawayHT";"resultadoHT";"escanteioHome";"escanteioAway";"totalCantos";"cardAmareloHome";"cardAmareloAway";"cardRedHome";"cardRedAway";"totalgolHT";"total_cartao"
"265774";"Ligue 1";"2023-10-08";"Lens";"Lille";"1";"1";"2";"D";"0";"1";"A";"8";"5";"13";"2";"4";"0";"0";"1";"6"
"265775";"Ligue 1";"2023-10-08";"Rennes";"Paris SG";"1";"3";"4";"A";"0";"2";"A";"1";"7";"8";"1";"0";"0";"0";"2";"1"
"265776";"Serie A";"2023-10-08";"Monza";"Salernitana";"3";"0";"3";"H";"2";"0";"H";"7";"7";"14";"1";"2";"0";"0";"2";"3"
"265777";"Serie A";"2023-10-08";"Frosinone";"Verona";"2";"1";"3";"H";"1";"0";"H";"2";"4";"6";"1";"4";"0";"0";"1";"5"
"265778";"Serie A";"2023-10-08";"Lazio";"Atalanta";"3";"2";"5";"H";"2";"1";"H";"4";"6";"10";"1";"1";"0";"0";"3";"2"
"265779";"Serie A";"2023-10-08";"Cagliari";"Roma";"1";"4";"5";"A";"0";"2";"A";"4";"3";"7";"2";"3";"0";"0";"2";"5"
"265780";"Serie A";"2023-10-08";"Napoli";"Fiorentina";"1";"3";"4";"A";"1";"1";"D";"6";"4";"10";"2";"4";"0";"0";"2";"6"
"265781";"Liga Portugal";"2023-10-08";"Casa Pia";"Estrela";"0";"1";"1";"A";"0";"0";"D";"3";"6";"9";"1";"1";"0";"0";"0";"2"
"265782";"Liga Portugal";"2023-10-08";"Famalicao";"Guimaraes";"1";"3";"4";"A";"0";"2";"A";"11";"3";"14";"4";"3";"0";"0";"2";"7"
"265783";"Liga Portugal";"2023-10-08";"Porto";"Portimonense";"1";"0";"1";"H";"1";"0";"H";"10";"5";"15";"4";"6";"1";"0";"1";"11"
"265784";"Liga Portugal";"2023-10-08";"Sp Lisbon";"Arouca";"2";"1";"3";"H";"1";"0";"H";"5";"2";"7";"4";"7";"1";"1";"1";"13"
"265785";"LaLiga";"2023-10-08";"Villarreal";"Las Palmas";"1";"2";"3";"A";"0";"1";"A";"7";"2";"9";"4";"4";"0";"0";"1";"8"
"265786";"LaLiga";"2023-10-08";"Ath Madrid";"Sociedad";"2";"1";"3";"H";"1";"0";"H";"1";"4";"5";"3";"3";"0";"0";"1";"6"
"265787";"LaLiga";"2023-10-08";"Alaves";"Betis";"1";"1";"2";"D";"1";"1";"D";"5";"3";"8";"3";"3";"0";"1";"2";"7"
"265788";"LaLiga";"2023-10-08";"Celta";"Getafe";"2";"2";"4";"D";"2";"2";"D";"13";"1";"14";"1";"8";"0";"1";"4";"10"
"265789";"LaLiga";"2023-10-08";"Granada";"Barcelona";"2";"2";"4";"D";"2";"1";"H";"1";"11";"12";"4";"1";"0";"0";"3";"5"
"265790";"BundesLiga";"2023-10-07";"Augsburg";"Darmstadt";"1";"2";"3";"A";"0";"0";"D";"4";"4";"8";"4";"2";"0";"0";"0";"6"
"265791";"BundesLiga";"2023-10-07";"Dortmund";"Union Berlin";"4";"2";"6";"H";"1";"2";"A";"4";"6";"10";"1";"1";"0";"0";"3";"2"
"265792";"BundesLiga";"2023-10-07";"RB Leipzig";"Bochum";"0";"0";"0";"D";"0";"0";"D";"9";"1";"10";"2";"4";"0";"0";"0";"6"
"265793";"BundesLiga";"2023-10-07";"Stuttgart";"Wolfsburg";"3";"1";"4";"H";"0";"1";"A";"5";"6";"11";"1";"3";"0";"0";"1";"4"
"265794";"BundesLiga";"2023-10-07";"Werder Bremen";"Hoffenheim";"2";"3";"5";"A";"1";"2";"A";"4";"4";"8";"5";"4";"0";"0";"3";"9"
"265795";"Premier League";"2023-10-07";"Luton";"Tottenham";"0";"1";"1";"A";"0";"0";"D";"5";"6";"11";"2";"1";"0";"1";"0";"4"
"265796";"Premier League";"2023-10-07";"Burnley";"Chelsea";"1";"4";"5";"A";"1";"1";"D";"7";"3";"10";"2";"4";"0";"0";"2";"6"
"265797";"Premier League";"2023-10-07";"Everton";"Bournemouth";"3";"0";"3";"H";"2";"0";"H";"8";"7";"15";"1";"2";"0";"0";"2";"3"
"265798";"Premier League";"2023-10-07";"Fulham";"Sheffield United";"3";"1";"4";"H";"0";"0";"D";"9";"4";"13";"1";"2";"0";"0";"0";"3"
"265799";"Premier League";"2023-10-07";"Man United";"Brentford";"2";"1";"3";"H";"0";"1";"A";"7";"5";"12";"0";"5";"0";"0";"1";"5"
"265800";"Premier League";"2023-10-07";"Crystal Palace";"Nott'm Forest";"0";"0";"0";"D";"0";"0";"D";"3";"7";"10";"0";"1";"0";"0";"0";"1"
"265801";"Ligue 1";"2023-10-07";"Metz";"Nice";"0";"1";"1";"A";"0";"1";"A";"1";"4";"5";"0";"1";"0";"0";"1";"1"
"265802";"Ligue 1";"2023-10-07";"Reims";"Monaco";"1";"3";"4";"A";"0";"1";"A";"10";"5";"15";"0";"3";"0";"0";"1";"3"
"265803";"Serie A";"2023-10-07";"Inter";"Bologna";"2";"2";"4";"D";"2";"1";"H";"7";"7";"14";"2";"3";"0";"0";"3";"5"
"265804";"Serie A";"2023-10-07";"Juventus";"Torino";"2";"0";"2";"H";"0";"0";"D";"7";"3";"10";"1";"1";"0";"0";"0";"2"
"265805";"Serie A";"2023-10-07";"Genoa";"Milan";"0";"1";"1";"A";"0";"0";"D";"3";"2";"5";"3";"5";"1";"1";"0";"10"
"265806";"Liga Portugal";"2023-10-07";"Chaves";"Gil Vicente";"4";"2";"6";"H";"1";"2";"A";"6";"1";"7";"3";"3";"1";"0";"3";"7"
"265807";"Liga Portugal";"2023-10-07";"Farense";"Vizela";"0";"0";"0";"D";"0";"0";"D";"14";"6";"20";"1";"1";"0";"0";"0";"2"
"265808";"Liga Portugal";"2023-10-07";"Sp Braga";"Rio Ave";"2";"1";"3";"H";"0";"1";"A";"16";"1";"17";"1";"2";"0";"0";"1";"3"
"265809";"Liga Portugal";"2023-10-07";"Estoril";"Benfica";"0";"1";"1";"A";"0";"0";"D";"4";"7";"11";"3";"2";"0";"0";"0";"5"
"265810";"LaLiga";"2023-10-07";"Cadiz";"Girona";"0";"1";"1";"A";"0";"0";"D";"5";"5";"10";"1";"3";"1";"0";"0";"5"
"265811";"LaLiga";"2023-10-07";"Real Madrid";"Osasuna";"4";"0";"4";"H";"1";"0";"H";"5";"4";"9";"2";"2";"0";"0";"1";"4"
"265812";"LaLiga";"2023-10-07";"Mallorca";"Valencia";"1";"1";"2";"D";"1";"1";"D";"3";"6";"9";"2";"1";"0";"0";"2";"3"
"265813";"LaLiga";"2023-10-07";"Sevilla";"Vallecano";"2";"2";"4";"D";"0";"2";"A";"12";"2";"14";"5";"2";"0";"0";"2";"7"
"265814";"BundesLiga";"2023-10-06";"M'gladbach";"Mainz";"2";"2";"4";"D";"1";"1";"D";"10";"3";"13";"3";"1";"0";"0";"2";"4"
"265815";"Ligue 1";"2023-10-06";"Strasbourg";"Nantes";"1";"2";"3";"A";"0";"0";"D";"3";"11";"14";"4";"0";"0";"0";"0";"4"
"265816";"Serie A";"2023-10-06";"Empoli";"Udinese";"0";"0";"0";"D";"0";"0";"D";"5";"7";"12";"1";"2";"0";"0";"0";"3"
"265817";"Serie A";"2023-10-06";"Lecce";"Sassuolo";"1";"1";"2";"D";"0";"1";"A";"5";"3";"8";"2";"3";"0";"0";"1";"5"
"265818";"Liga Portugal";"2023-10-06";"Moreirense";"Boavista";"1";"1";"2";"D";"1";"1";"D";"6";"1";"7";"0";"3";"0";"0";"2";"3"
"265819";"LaLiga";"2023-10-06";"Ath Bilbao";"Almeria";"3";"0";"3";"H";"1";"0";"H";"6";"2";"8";"2";"0";"0";"0";"1";"2"
"265820";"Premier League";"2023-10-03";"Luton";"Burnley";"1";"2";"3";"A";"0";"1";"A";"7";"6";"13";"4";"2";"0";"0";"1";"6"
"265821";"Premier League";"2023-10-02";"Fulham";"Chelsea";"0";"2";"2";"A";"0";"2";"A";"8";"1";"9";"1";"4";"0";"0";"2";"5"
"265822";"Serie A";"2023-10-02";"Sassuolo";"Monza";"0";"1";"1";"A";"0";"0";"D";"7";"4";"11";"0";"0";"0";"0";"0";"0"
"265823";"Serie A";"2023-10-02";"Torino";"Verona";"0";"0";"0";"D";"0";"0";"D";"10";"1";"11";"1";"1";"0";"0";"0";"2"
"265824";"Serie A";"2023-10-02";"Fiorentina";"Cagliari";"3";"0";"3";"H";"2";"0";"H";"4";"2";"6";"1";"1";"0";"0";"2";"2"
"265825";"Liga Portugal";"2023-10-02";"Gil Vicente";"Casa Pia";"2";"0";"2";"H";"0";"0";"D";"5";"5";"10";"3";"3";"0";"1";"0";"7"
"265826";"LaLiga";"2023-10-02";"Las Palmas";"Celta";"2";"1";"3";"H";"0";"0";"D";"4";"5";"9";"2";"1";"0";"0";"0";"3"
"265827";"BundesLiga";"2023-10-01";"Darmstadt";"Werder Bremen";"4";"2";"6";"H";"2";"0";"H";"2";"4";"6";"3";"2";"0";"0";"2";"5"
"265828";"BundesLiga";"2023-10-01";"Freiburg";"Augsburg";"2";"0";"2";"H";"1";"0";"H";"2";"3";"5";"2";"2";"0";"0";"1";"4"
"265829";"Premier League";"2023-10-01";"Nott'm Forest";"Brentford";"1";"1";"2";"D";"0";"0";"D";"1";"11";"12";"1";"2";"1";"0";"0";"4"
"265830";"Ligue 1";"2023-10-01";"Reims";"Lyon";"2";"0";"2";"H";"1";"0";"H";"1";"5";"6";"2";"2";"0";"0";"1";"4"
"265831";"Ligue 1";"2023-10-01";"Le Havre";"Lille";"0";"2";"2";"A";"0";"1";"A";"6";"6";"12";"0";"0";"0";"0";"1";"0"
"265832";"Ligue 1";"2023-10-01";"Nice";"Brest";"0";"0";"0";"D";"0";"0";"D";"6";"4";"10";"1";"3";"0";"0";"0";"4"
"265833";"Ligue 1";"2023-10-01";"Toulouse";"Metz";"3";"0";"3";"H";"2";"0";"H";"4";"6";"10";"3";"0";"0";"0";"2";"3"
"265834";"Ligue 1";"2023-10-01";"Lorient";"Montpellier";"0";"3";"3";"A";"0";"1";"A";"8";"3";"11";"2";"1";"0";"0";"1";"3"
"265835";"Ligue 1";"2023-10-01";"Rennes";"Nantes";"3";"1";"4";"H";"1";"1";"D";"6";"4";"10";"3";"6";"0";"1";"2";"10"
"265836";"Serie A";"2023-10-01";"Bologna";"Empoli";"3";"0";"3";"H";"1";"0";"H";"2";"6";"8";"2";"4";"0";"0";"1";"6"
"265837";"Serie A";"2023-10-01";"Udinese";"Genoa";"2";"2";"4";"D";"1";"2";"A";"5";"0";"5";"2";"2";"1";"0";"3";"5"
"265838";"Serie A";"2023-10-01";"Atalanta";"Juventus";"0";"0";"0";"D";"0";"0";"D";"5";"2";"7";"1";"2";"0";"0";"0";"3"
"265839";"Serie A";"2023-10-01";"Roma";"Frosinone";"2";"0";"2";"H";"1";"0";"H";"7";"3";"10";"1";"2";"0";"0";"1";"3"
"265840";"Liga Portugal";"2023-10-01";"Arouca";"Chaves";"0";"2";"2";"A";"0";"0";"D";"5";"3";"8";"3";"5";"1";"0";"0";"9"
"265841";"Liga Portugal";"2023-10-01";"Guimaraes";"Estoril";"3";"2";"5";"H";"0";"2";"A";"11";"2";"13";"4";"4";"0";"1";"2";"9"
"265842";"Liga Portugal";"2023-10-01";"Rio Ave";"Moreirense";"0";"4";"4";"A";"0";"2";"A";"4";"2";"6";"3";"5";"0";"0";"2";"8"
"265843";"LaLiga";"2023-10-01";"Almeria";"Granada";"3";"3";"6";"D";"3";"0";"H";"1";"5";"6";"2";"1";"0";"0";"3";"3"
"265844";"LaLiga";"2023-10-01";"Alaves";"Osasuna";"0";"2";"2";"A";"0";"1";"A";"4";"2";"6";"2";"3";"1";"0";"1";"6"
"265845";"LaLiga";"2023-10-01";"Ath Madrid";"Cadiz";"3";"2";"5";"H";"1";"2";"A";"5";"3";"8";"1";"3";"0";"0";"3";"4"
"265846";"LaLiga";"2023-10-01";"Betis";"Valencia";"3";"0";"3";"H";"1";"0";"H";"5";"3";"8";"2";"2";"0";"0";"1";"4"
"265847";"BundesLiga";"2023-09-30";"Bochum";"M'gladbach";"1";"3";"4";"A";"0";"3";"A";"5";"10";"15";"2";"3";"0";"0";"3";"5"
"265848";"BundesLiga";"2023-09-30";"FC Koln";"Stuttgart";"0";"2";"2";"A";"0";"0";"D";"8";"4";"12";"2";"1";"0";"0";"0";"3"
"265849";"BundesLiga";"2023-09-30";"Heidenheim";"Union Berlin";"1";"0";"1";"H";"0";"0";"D";"5";"7";"12";"1";"2";"0";"0";"0";"3"
"265850";"BundesLiga";"2023-09-30";"Mainz";"Leverkusen";"0";"3";"3";"A";"0";"1";"A";"3";"1";"4";"4";"1";"0";"0";"1";"5"
"265851";"BundesLiga";"2023-09-30";"Wolfsburg";"Ein Frankfurt";"2";"0";"2";"H";"1";"0";"H";"7";"4";"11";"1";"6";"0";"1";"1";"8"
"265852";"BundesLiga";"2023-09-30";"RB Leipzig";"Bayern Munich";"2";"2";"4";"D";"2";"0";"H";"5";"1";"6";"2";"5";"0";"0";"2";"7"
"265853";"Premier League";"2023-09-30";"Aston Villa";"Brighton";"6";"1";"7";"H";"3";"0";"H";"1";"3";"4";"4";"4";"0";"0";"3";"8"
"265854";"Premier League";"2023-09-30";"Bournemouth";"Arsenal";"0";"4";"4";"A";"0";"2";"A";"6";"6";"12";"0";"1";"0";"0";"2";"1"
"265855";"Premier League";"2023-09-30";"Everton";"Luton";"1";"2";"3";"A";"1";"2";"A";"3";"6";"9";"0";"1";"0";"0";"3";"1"
"265856";"Premier League";"2023-09-30";"Man United";"Crystal Palace";"0";"1";"1";"A";"0";"1";"A";"10";"4";"14";"3";"2";"0";"0";"1";"5"
"265857";"Premier League";"2023-09-30";"Newcastle";"Burnley";"2";"0";"2";"H";"1";"0";"H";"5";"3";"8";"1";"3";"0";"0";"1";"4"
"265858";"Premier League";"2023-09-30";"West Ham";"Sheffield United";"2";"0";"2";"H";"2";"0";"H";"7";"4";"11";"1";"1";"0";"0";"2";"2"
"265859";"Premier League";"2023-09-30";"Wolves";"Man City";"2";"1";"3";"H";"1";"0";"H";"0";"6";"6";"5";"4";"0";"0";"1";"9"
"265860";"Premier League";"2023-09-30";"Tottenham";"Liverpool";"2";"1";"3";"H";"1";"1";"D";"12";"5";"17";"5";"4";"0";"2";"2";"11"
"265861";"Ligue 1";"2023-09-30";"Clermont";"Paris SG";"0";"0";"0";"D";"0";"0";"D";"6";"9";"15";"2";"3";"0";"0";"0";"5"
"265862";"Ligue 1";"2023-09-30";"Monaco";"Marseille";"3";"2";"5";"H";"2";"2";"D";"2";"6";"8";"4";"4";"0";"0";"4";"8"
"265863";"Serie A";"2023-09-30";"Lecce";"Napoli";"0";"4";"4";"A";"0";"1";"A";"3";"7";"10";"3";"2";"0";"0";"1";"5"
"265864";"Serie A";"2023-09-30";"Milan";"Lazio";"2";"0";"2";"H";"0";"0";"D";"7";"1";"8";"3";"2";"0";"0";"0";"5"
"265865";"Serie A";"2023-09-30";"Salernitana";"Inter";"0";"4";"4";"A";"0";"0";"D";"3";"3";"6";"2";"1";"0";"0";"0";"3"
"265866";"Liga Portugal";"2023-09-30";"Vizela";"Portimonense";"2";"3";"5";"A";"0";"2";"A";"13";"2";"15";"3";"3";"0";"0";"2";"6"
"265867";"Liga Portugal";"2023-09-30";"Boavista";"Famalicao";"2";"2";"4";"D";"1";"1";"D";"2";"4";"6";"5";"4";"1";"2";"2";"12"
"265868";"Liga Portugal";"2023-09-30";"Farense";"Sp Lisbon";"2";"3";"5";"A";"1";"2";"A";"2";"8";"10";"5";"6";"1";"0";"3";"12"
"265869";"LaLiga";"2023-09-30";"Getafe";"Villarreal";"0";"0";"0";"D";"0";"0";"D";"6";"4";"10";"2";"4";"0";"1";"0";"7"
"265870";"LaLiga";"2023-09-30";"Vallecano";"Mallorca";"2";"2";"4";"D";"1";"1";"D";"5";"0";"5";"2";"5";"0";"0";"2";"7"
"265871";"LaLiga";"2023-09-30";"Girona";"Real Madrid";"0";"3";"3";"A";"0";"2";"A";"1";"4";"5";"2";"2";"0";"1";"2";"5"
"265872";"LaLiga";"2023-09-30";"Sociedad";"Ath Bilbao";"3";"0";"3";"H";"1";"0";"H";"5";"7";"12";"2";"2";"0";"0";"1";"4"
"265873";"BundesLiga";"2023-09-29";"Hoffenheim";"Dortmund";"1";"3";"4";"A";"1";"2";"A";"4";"3";"7";"3";"4";"0";"1";"3";"8"
"265874";"Ligue 1";"2023-09-29";"Strasbourg";"Lens";"0";"1";"1";"A";"0";"1";"A";"2";"3";"5";"2";"4";"0";"0";"1";"6"
"265875";"Liga Portugal";"2023-09-29";"Benfica";"Porto";"1";"0";"1";"H";"0";"0";"D";"9";"5";"14";"4";"5";"0";"1";"0";"10"
"265876";"LaLiga";"2023-09-29";"Barcelona";"Sevilla";"1";"0";"1";"H";"0";"0";"D";"13";"3";"16";"2";"3";"0";"0";"0";"5"
"265877";"Serie A";"2023-09-28";"Frosinone";"Fiorentina";"1";"1";"2";"D";"0";"1";"A";"8";"10";"18";"3";"3";"0";"0";"1";"6"
"265878";"Serie A";"2023-09-28";"Monza";"Bologna";"0";"0";"0";"D";"0";"0";"D";"7";"5";"12";"5";"3";"0";"1";"0";"9"
"265879";"Serie A";"2023-09-28";"Genoa";"Roma";"4";"1";"5";"H";"2";"1";"H";"1";"7";"8";"4";"3";"0";"0";"3";"7"
"265880";"Liga Portugal";"2023-09-28";"Estrela";"Sp Braga";"2";"4";"6";"A";"0";"1";"A";"8";"6";"14";"1";"3";"0";"0";"1";"4"
"265881";"LaLiga";"2023-09-28";"Celta";"Alaves";"1";"1";"2";"D";"1";"0";"H";"2";"8";"10";"5";"3";"1";"0";"1";"9"
"265882";"LaLiga";"2023-09-28";"Granada";"Betis";"1";"1";"2";"D";"0";"0";"D";"5";"7";"12";"2";"1";"0";"0";"0";"3"
"265883";"LaLiga";"2023-09-28";"Osasuna";"Ath Madrid";"0";"2";"2";"A";"0";"1";"A";"7";"2";"9";"3";"3";"1";"1";"1";"8"
"265884";"Serie A";"2023-09-27";"Cagliari";"Milan";"1";"3";"4";"A";"1";"2";"A";"3";"5";"8";"3";"1";"0";"0";"3";"4"
"265885";"Serie A";"2023-09-27";"Empoli";"Salernitana";"1";"0";"1";"H";"1";"0";"H";"10";"2";"12";"2";"1";"0";"0";"1";"3"
"265886";"Serie A";"2023-09-27";"Verona";"Atalanta";"0";"1";"1";"A";"0";"1";"A";"4";"1";"5";"2";"3";"0";"0";"1";"5"
"265887";"Serie A";"2023-09-27";"Inter";"Sassuolo";"1";"2";"3";"A";"1";"0";"H";"8";"6";"14";"0";"1";"0";"0";"1";"1"
"265888";"Serie A";"2023-09-27";"Lazio";"Torino";"2";"0";"2";"H";"0";"0";"D";"4";"2";"6";"1";"4";"0";"0";"0";"5"
"265889";"Serie A";"2023-09-27";"Napoli";"Udinese";"4";"1";"5";"H";"2";"0";"H";"8";"4";"12";"1";"1";"0";"0";"2";"2"
"265890";"LaLiga";"2023-09-27";"Ath Bilbao";"Getafe";"2";"2";"4";"D";"1";"0";"H";"5";"4";"9";"5";"6";"1";"0";"1";"12"
"265891";"LaLiga";"2023-09-27";"Real Madrid";"Las Palmas";"2";"0";"2";"H";"1";"0";"H";"7";"2";"9";"0";"1";"0";"0";"1";"1"
"265892";"LaLiga";"2023-09-27";"Villarreal";"Girona";"1";"2";"3";"A";"0";"0";"D";"5";"6";"11";"3";"2";"0";"0";"0";"5"
"265893";"LaLiga";"2023-09-27";"Cadiz";"Vallecano";"0";"0";"0";"D";"0";"0";"D";"1";"2";"3";"5";"6";"0";"1";"0";"12"
"265894";"LaLiga";"2023-09-27";"Valencia";"Sociedad";"0";"1";"1";"A";"0";"1";"A";"0";"2";"2";"4";"7";"1";"0";"1";"12"
"265895";"Ligue 1";"2023-09-26";"Lille";"Reims";"1";"2";"3";"A";"0";"2";"A";"4";"2";"6";"1";"2";"0";"0";"2";"3"
"265896";"Serie A";"2023-09-26";"Juventus";"Lecce";"1";"0";"1";"H";"0";"0";"D";"5";"1";"6";"2";"5";"0";"1";"0";"8"
"265897";"LaLiga";"2023-09-26";"Sevilla";"Almeria";"5";"1";"6";"H";"3";"0";"H";"9";"4";"13";"3";"2";"0";"0";"3";"5"
"265898";"LaLiga";"2023-09-26";"Mallorca";"Barcelona";"2";"2";"4";"D";"2";"1";"H";"7";"2";"9";"4";"1";"1";"0";"3";"6"
"265899";"Liga Portugal";"2023-09-25";"Sp Lisbon";"Rio Ave";"2";"0";"2";"H";"2";"0";"H";"4";"2";"6";"0";"5";"0";"0";"2";"5"
"265900";"BundesLiga";"2023-09-24";"Leverkusen";"Heidenheim";"4";"1";"5";"H";"1";"0";"H";"7";"2";"9";"1";"1";"0";"0";"1";"2"
"265901";"BundesLiga";"2023-09-24";"Ein Frankfurt";"Freiburg";"0";"0";"0";"D";"0";"0";"D";"7";"3";"10";"4";"2";"0";"0";"0";"6"
"265902";"Premier League";"2023-09-24";"Arsenal";"Tottenham";"2";"2";"4";"D";"1";"1";"D";"11";"4";"15";"3";"4";"0";"0";"2";"7"
"265903";"Premier League";"2023-09-24";"Brighton";"Bournemouth";"3";"1";"4";"H";"1";"1";"D";"4";"4";"8";"3";"3";"0";"0";"2";"6"
"265904";"Premier League";"2023-09-24";"Chelsea";"Aston Villa";"0";"1";"1";"A";"0";"0";"D";"5";"11";"16";"2";"3";"0";"0";"0";"5"
"265905";"Premier League";"2023-09-24";"Liverpool";"West Ham";"3";"1";"4";"H";"1";"1";"D";"7";"4";"11";"0";"2";"0";"0";"2";"2"
"265906";"Premier League";"2023-09-24";"Sheffield United";"Newcastle";"0";"8";"8";"A";"0";"3";"A";"2";"6";"8";"3";"0";"0";"0";"3";"3"
"265907";"Ligue 1";"2023-09-24";"Metz";"Strasbourg";"0";"1";"1";"A";"0";"0";"D";"1";"1";"2";"2";"0";"0";"0";"0";"2"
"265908";"Ligue 1";"2023-09-24";"Le Havre";"Clermont";"2";"1";"3";"H";"2";"1";"H";"1";"3";"4";"2";"3";"0";"0";"3";"5"
"265909";"Ligue 1";"2023-09-24";"Lens";"Toulouse";"2";"1";"3";"H";"1";"1";"D";"9";"4";"13";"2";"1";"0";"0";"2";"3"
"265910";"Ligue 1";"2023-09-24";"Montpellier";"Rennes";"0";"0";"0";"D";"0";"0";"D";"3";"6";"9";"2";"1";"0";"0";"0";"3"
"265911";"Ligue 1";"2023-09-24";"Paris SG";"Marseille";"4";"0";"4";"H";"2";"0";"H";"8";"3";"11";"0";"3";"0";"0";"2";"3"
"265912";"Serie A";"2023-09-24";"Empoli";"Inter";"0";"1";"1";"A";"0";"0";"D";"3";"6";"9";"2";"2";"0";"0";"0";"4"
"265913";"Serie A";"2023-09-24";"Atalanta";"Cagliari";"2";"0";"2";"H";"1";"0";"H";"7";"7";"14";"1";"2";"0";"0";"1";"3"
"265914";"Serie A";"2023-09-24";"Udinese";"Fiorentina";"0";"2";"2";"A";"0";"1";"A";"10";"3";"13";"0";"1";"0";"0";"1";"1"
"265915";"Serie A";"2023-09-24";"Bologna";"Napoli";"0";"0";"0";"D";"0";"0";"D";"5";"5";"10";"4";"5";"0";"0";"0";"9"
"265916";"Serie A";"2023-09-24";"Torino";"Roma";"1";"1";"2";"D";"0";"0";"D";"7";"1";"8";"0";"2";"0";"0";"0";"2"
"265917";"Liga Portugal";"2023-09-24";"Chaves";"Estrela";"2";"2";"4";"D";"0";"1";"A";"9";"5";"14";"4";"4";"0";"1";"1";"9"
"265918";"Liga Portugal";"2023-09-24";"Portimonense";"Benfica";"1";"3";"4";"A";"0";"2";"A";"3";"4";"7";"1";"0";"0";"0";"2";"1"
"265919";"Liga Portugal";"2023-09-24";"Sp Braga";"Boavista";"4";"1";"5";"H";"2";"1";"H";"6";"2";"8";"2";"3";"0";"1";"3";"6"
"265920";"LaLiga";"2023-09-24";"Sociedad";"Getafe";"4";"3";"7";"H";"1";"2";"A";"2";"1";"3";"3";"2";"0";"0";"3";"5"
"265921";"LaLiga";"2023-09-24";"Vallecano";"Villarreal";"1";"1";"2";"D";"1";"1";"D";"2";"8";"10";"2";"3";"0";"1";"2";"6"
"265922";"LaLiga";"2023-09-24";"Betis";"Cadiz";"1";"1";"2";"D";"0";"1";"A";"11";"8";"19";"2";"3";"0";"0";"1";"5"
"265923";"LaLiga";"2023-09-24";"Las Palmas";"Granada";"1";"0";"1";"H";"0";"0";"D";"6";"7";"13";"6";"4";"1";"0";"0";"11"
"265924";"LaLiga";"2023-09-24";"Ath Madrid";"Real Madrid";"3";"1";"4";"H";"2";"1";"H";"6";"11";"17";"1";"3";"0";"0";"3";"4"
"265925";"BundesLiga";"2023-09-23";"Augsburg";"Mainz";"2";"1";"3";"H";"2";"1";"H";"3";"4";"7";"2";"3";"1";"0";"3";"6"
"265926";"BundesLiga";"2023-09-23";"Bayern Munich";"Bochum";"7";"0";"7";"H";"4";"0";"H";"8";"1";"9";"0";"1";"0";"0";"4";"1"
"265927";"BundesLiga";"2023-09-23";"Dortmund";"Wolfsburg";"1";"0";"1";"H";"0";"0";"D";"5";"3";"8";"0";"1";"0";"0";"0";"1"
"265928";"BundesLiga";"2023-09-23";"M'gladbach";"RB Leipzig";"0";"1";"1";"A";"0";"0";"D";"11";"6";"17";"1";"1";"0";"0";"0";"2"
"265929";"BundesLiga";"2023-09-23";"Union Berlin";"Hoffenheim";"0";"2";"2";"A";"0";"2";"A";"11";"6";"17";"1";"3";"0";"0";"2";"4"
"265930";"BundesLiga";"2023-09-23";"Werder Bremen";"FC Koln";"2";"1";"3";"H";"1";"1";"D";"9";"8";"17";"2";"1";"0";"0";"2";"3"
"265931";"Premier League";"2023-09-23";"Crystal Palace";"Fulham";"0";"0";"0";"D";"0";"0";"D";"3";"2";"5";"3";"2";"0";"0";"0";"5"
"265932";"Premier League";"2023-09-23";"Luton";"Wolves";"1";"1";"2";"D";"0";"0";"D";"10";"1";"11";"0";"2";"0";"1";"0";"3"
"265933";"Premier League";"2023-09-23";"Man City";"Nott'm Forest";"2";"0";"2";"H";"2";"0";"H";"6";"6";"12";"3";"7";"1";"0";"2";"11"
"265934";"Premier League";"2023-09-23";"Brentford";"Everton";"1";"3";"4";"A";"1";"1";"D";"1";"4";"5";"2";"2";"0";"0";"2";"4"
"265935";"Premier League";"2023-09-23";"Burnley";"Man United";"0";"1";"1";"A";"0";"1";"A";"9";"5";"14";"1";"2";"0";"0";"1";"3"
"265936";"Ligue 1";"2023-09-23";"Nantes";"Lorient";"5";"3";"8";"H";"1";"1";"D";"4";"2";"6";"1";"3";"0";"0";"2";"4"
"265937";"Ligue 1";"2023-09-23";"Brest";"Lyon";"1";"0";"1";"H";"0";"0";"D";"10";"1";"11";"3";"1";"0";"0";"0";"4"
"265938";"Serie A";"2023-09-23";"Milan";"Verona";"1";"0";"1";"H";"1";"0";"H";"2";"3";"5";"4";"2";"0";"0";"1";"6"
"265939";"Serie A";"2023-09-23";"Sassuolo";"Juventus";"4";"2";"6";"H";"2";"1";"H";"6";"3";"9";"4";"2";"0";"0";"3";"6"
"265940";"Serie A";"2023-09-23";"Lazio";"Monza";"1";"1";"2";"D";"1";"1";"D";"1";"3";"4";"2";"2";"0";"0";"2";"4"
"265941";"Liga Portugal";"2023-09-23";"Estoril";"Vizela";"2";"2";"4";"D";"0";"0";"D";"5";"3";"8";"1";"2";"0";"0";"0";"3"
"265942";"Liga Portugal";"2023-09-23";"Moreirense";"Farense";"1";"0";"1";"H";"1";"0";"H";"11";"3";"14";"1";"2";"0";"0";"1";"3"
"265943";"Liga Portugal";"2023-09-23";"Casa Pia";"Guimaraes";"0";"0";"0";"D";"0";"0";"D";"8";"9";"17";"3";"2";"0";"0";"0";"5"
